0,0,0,0,0,0,0,0,0,37.6534431,0.004938585,0.266761294,,
1,0,0,0,0,0,0,0,1,47.851717,0.017512677,0.457919406,,
2,0,0,0,0,0,0,0,2,59.73930407,0.002026624,0.16467796,,
3,0,0,0,0,0,0,1,0,102.9330149,0.008830491,0.18488558,,
4,0,0,0,0,0,0,1,1,140.96737,0.219993114,0.567786546,,
5,0,0,0,0,0,0,1,2,188.211097,0.161717609,0.431053919,,
6,0,0,0,0,0,0,2,0,136.5931528,0.03564107,0.573088513,,
7,0,0,0,0,0,0,2,1,177.1179006,0.156154767,0.481696091,,
8,0,0,0,0,0,0,2,2,286.9102604,0.085212886,0.569234336,,
9,0,0,0,0,0,1,0,0,80.01266217,0.116524279,0.82627736,,
10,0,0,0,0,0,1,0,1,117.4410353,0.004871652,0.192183788,,
11,0,0,0,0,0,1,0,2,141.5090971,0.045914359,0.732795883,,
12,0,0,0,0,0,1,1,0,250.6715646,0.010539337,0.288813557,,
13,0,0,0,0,0,1,1,1,330.8733537,0.01372254,0.191226044,,
14,0,0,0,0,0,1,1,2,414.4016578,0.004862774,0.218391968,,
15,0,0,0,0,0,1,2,0,302.6653626,0.081569307,0.324287731,,
16,0,0,0,0,0,1,2,1,346.0470386,0.159132764,0.486174251,,
17,0,0,0,0,0,1,2,2,437.9504533,0.132296249,0.629455243,,
18,0,0,0,0,0,2,0,0,97.46116996,0.011217472,0.414183655,,
19,0,0,0,0,0,2,0,1,127.8040059,0.001381397,0.117677625,,
20,0,0,0,0,0,2,0,2,163.977489,0.027140044,0.263662841,,
21,0,0,0,0,0,2,1,0,279.8143275,0.000445149,0.174582922,,
22,0,0,0,0,0,2,1,1,376.9589219,0.008473615,0.23293864,,
23,0,0,0,0,0,2,1,2,477.8357248,0.015717532,0.498636949,,
24,0,0,0,0,0,2,2,0,393.9298487,0.065412551,0.575113382,,
25,0,0,0,0,0,2,2,1,538.1999402,0.052651234,0.548366501,,
26,0,0,0,0,0,2,2,2,670.7008505,0.040779829,0.252700834,,
27,0,0,0,0,1,0,0,0,33.76622772,0.036581274,0.310771324,,
28,0,0,0,0,1,0,0,1,44.51920056,0.01066069,0.2144133,,
29,0,0,0,0,1,0,0,2,57.92251372,0.023159012,0.406050991,,
30,0,0,0,0,1,0,1,0,97.39261627,0.006914745,0.300823314,,
31,0,0,0,0,1,0,1,1,129.4053473,0.006875597,0.255363784,,
32,0,0,0,0,1,0,1,2,166.4670894,0.003875752,0.25806991,,
33,0,0,0,0,1,0,2,0,133.7062416,0.012742799,0.383227296,,
34,0,0,0,0,1,0,2,1,188.2890034,0.001812878,0.161633933,,
35,0,0,0,0,1,0,2,2,242.919775,0.007243491,0.444992215,,
36,0,0,0,0,1,1,0,0,68.29150677,0.016554397,0.334393166,,
37,0,0,0,0,1,1,0,1,91.70639062,0.004200204,0.220512436,,
38,0,0,0,0,1,1,0,2,120.6062763,0.002822173,0.231810985,,
39,0,0,0,0,1,1,1,0,210.4861295,0.003439443,0.171368829,,
40,0,0,0,0,1,1,1,1,275.5893955,0.00080948,0.137938383,,
41,0,0,0,0,1,1,1,2,350.0125635,0.000853286,0.151387202,,
42,0,0,0,0,1,1,2,0,277.7598987,0.001264989,0.141145452,,
43,0,0,0,0,1,1,2,1,369.0388892,0.000916104,0.119640199,,
44,0,0,0,0,1,1,2,2,480.67242,0.002277798,0.132054541,,
45,0,0,0,0,1,2,0,0,99.62596965,0.00412594,0.276710986,,
46,0,0,0,0,1,2,0,1,132.6928978,0.001224774,0.057697166,,
47,0,0,0,0,1,2,0,2,171.1246779,0.001053344,0.152320973,,
48,0,0,0,0,1,2,1,0,288.7716174,0.003441035,0.310811325,,
49,0,0,0,0,1,2,1,1,394.5268915,0.000994042,0.189403232,,
50,0,0,0,0,1,2,1,2,514.2116761,0.004556612,0.082753062,,
51,0,0,0,0,1,2,2,0,406.6132863,0.001818988,0.217691301,,
52,0,0,0,0,1,2,2,1,570.3808017,0.000766674,0.100237639,,
53,0,0,0,0,1,2,2,2,729.3332217,0.001301724,0.25626206,,
54,0,0,0,0,2,0,0,0,36.92139959,0.119120106,0.502905539,,
55,0,0,0,0,2,0,0,1,48.0931828,0.140016735,0.514311921,,
56,0,0,0,0,2,0,0,2,60.44999647,0.119020984,0.500776131,,
57,0,0,0,0,2,0,1,0,99.92539263,0.129455373,0.52328902,,
58,0,0,0,0,2,0,1,1,136.7889929,0.081355125,0.438969939,,
59,0,0,0,0,2,0,1,2,174.5101416,0.054728046,0.357434759,,
60,0,0,0,0,2,0,2,0,148.0792642,0.080150396,0.44158619,,
61,0,0,0,0,2,0,2,1,195.7024274,0.09572041,0.474257356,,
