0,0,0,0,0,0,0,0,6.300912619,0.15034847,0.01920596
1,0,0,0,0,0,0,1,7.550612926,0.022346549,0.011058665
2,0,0,0,0,0,0,2,7.426522732,0.023512661,0.015837869
3,0,0,0,0,0,0,3,5.171860218,0.025749376,0.028496329
4,0,0,0,0,0,1,0,3.095054388,0.026233731,0.008578925
5,0,0,0,0,0,1,1,4.056668997,0.001664408,0.004264371
6,0,0,0,0,0,1,2,4.56619525,0.013276614,0.010074245
7,0,0,0,0,0,1,3,5.370619535,0.00223896,0.013815175
8,0,0,0,0,0,2,0,3.256325483,0.025456868,0.008596318
9,0,0,0,0,0,2,1,4.149391174,0.001666874,0.007852475
10,0,0,0,0,0,2,2,4.443919897,0.000617011,0.004191949
11,0,0,0,0,0,2,3,5.208723068,0.000802301,0.003771156
12,0,0,0,0,0,3,0,3.454370975,0.017952282,0.005129139
13,0,0,0,0,0,3,1,3.665432453,0.000718558,0.003905559
14,0,0,0,0,0,3,2,4.409651518,0.000359081,0.005880727
15,0,0,0,0,0,3,3,5.035940886,0.000363806,0.006143368
16,0,0,0,0,1,0,0,5.079659462,0.034824334,0.010538507
17,0,0,0,0,1,0,1,5.706901789,0.010021993,0.011739925
18,0,0,0,0,1,0,2,7.200983763,0.004194562,0.012344479
19,0,0,0,0,1,0,3,7.361586809,0.030612104,0.387740046
20,0,0,0,0,1,1,0,5.072080135,0.005327899,0.003681462
21,0,0,0,0,1,1,1,7.000612736,0.001274128,0.012421655
22,0,0,0,0,1,1,2,7.442043543,0.000442458,0.003553377
23,0,0,0,0,1,1,3,8.680538654,0.000441072,0.006378764
24,0,0,0,0,1,2,0,5.111115456,0.002165589,0.006427254
25,0,0,0,0,1,2,1,6.641262531,0.000124927,0.002602825
26,0,0,0,0,1,2,2,7.644944906,0.000236251,0.004105593
27,0,0,0,0,1,2,3,9.209312439,0.000188723,0.020697722
28,0,0,0,0,1,3,0,5.328568935,0.002575867,0.002593597
29,0,0,0,0,1,3,1,6.289441586,5.12E-05,0.00135803
30,0,0,0,0,1,3,2,6.974496126,0.000436423,0.004876011
31,0,0,0,0,1,3,3,8.272327185,0.012228426,0.006877075
32,0,0,0,0,2,0,0,6.946478605,0.010203912,0.005116288
33,0,0,0,0,2,0,1,8.371151209,0.004068722,0.008623271
34,0,0,0,0,2,0,2,9.29760766,0.033107989,0.074339561
35,0,0,0,0,2,0,3,10.18841505,0.00088562,0.015656771
36,0,0,0,0,2,1,0,7.04164052,0.001935123,0.00227787
37,0,0,0,0,2,1,1,8.988573551,0.000142223,0.003093564
38,0,0,0,0,2,1,2,10.36561084,0.000143651,0.003883724
39,0,0,0,0,2,1,3,11.68330646,0.003841109,0.149960801
40,0,0,0,0,2,2,0,6.883027077,0.00063958,0.004079584
41,0,0,0,0,2,2,1,9.224734545,0.00011791,0.003737057
42,0,0,0,0,2,2,2,10.1097796,0.004457066,0.006202962
43,0,0,0,0,2,2,3,11.70217752,6.01E-06,0.0001498
44,0,0,0,0,2,3,0,7.19564271,0.000699266,0.003036453
45,0,0,0,0,2,3,1,8.455564737,3.87E-05,0.001962126
46,0,0,0,0,2,3,2,9.753792524,0.000367132,0.005215611
47,0,0,0,0,2,3,3,11.26897717,0.023757918,0.009921174
48,0,0,0,0,3,0,0,8.868171215,0.011223256,0.004735246
49,0,0,0,0,3,0,1,10.20890069,0.001348463,0.00429788
50,0,0,0,0,3,0,2,12.16587996,0.009845079,0.003551195
51,0,0,0,0,3,0,3,13.21735597,0.001230561,0.00405201
52,0,0,0,0,3,1,0,8.993406773,0.000363567,0.003580325
53,0,0,0,0,3,1,1,11.39889693,0.0001596,0.002909264
54,0,0,0,0,3,1,2,12.98906684,0.000503986,0.010055107
55,0,0,0,0,3,1,3,15.00419378,0.000626694,0.01953228
56,0,0,0,0,3,2,0,8.909624577,0.000206767,0.002502528
57,0,0,0,0,3,2,1,11.61725855,0.001838003,0.003609432
58,0,0,0,0,3,2,2,13.20291638,1.80E-05,0.009695219
59,0,0,0,0,3,2,3,15.50258517,0.003431173,0.007677678
60,0,0,0,0,3,3,0,9.075699091,0.000249934,0.001602145
61,0,0,0,0,3,3,1,10.6894536,3.00E-05,0.001962126
62,0,0,0,0,3,3,2,12.40566969,3.84E-05,0.018970784
63,0,0,0,0,3,3,3,14.51692748,0.005373763,0.015252805
64,0,0,0,1,0,0,0,3.181552887,0.254078299,0.029360011
65,0,0,0,1,0,0,1,3.757325172,0.192614406,0.042269178
66,0,0,0,1,0,0,2,4.136280537,0.190525398,0.040833142
67,0,0,0,1,0,0,3,4.63062644,0.086815923,0.075702794
68,0,0,0,1,0,1,0,3.107796907,0.120354109,0.01495918
69,0,0,0,1,0,1,1,3.944402695,0.015069434,0.012889494
70,0,0,0,1,0,1,2,4.903700352,0.011665106,0.010526509
71,0,0,0,1,0,1,3,5.040548801,0.007600978,0.01864684
72,0,0,0,1,0,2,0,3.207574844,0.092065342,0.013037743
73,0,0,0,1,0,2,1,3.952179909,0.003897049,0.00592446
74,0,0,0,1,0,2,2,4.602191925,0.003808267,0.008973426
75,0,0,0,1,0,2,3,5.357759953,0.001618931,0.011135697
76,0,0,0,1,0,3,0,3.279605627,0.054170154,0.011445954
77,0,0,0,1,0,3,1,3.668340445,0.001979602,0.004169466
78,0,0,0,1,0,3,2,4.493427515,0.000988746,0.008327108
79,0,0,0,1,0,3,3,5.267668247,0.001589793,0.010324
80,0,0,0,1,1,0,0,5.114052057,0.070131741,0.013699896
81,0,0,0,1,1,0,1,6.248510599,0.014854619,0.011024274
82,0,0,0,1,1,0,2,6.872754335,0.015189299,0.015754052
83,0,0,0,1,1,0,3,7.397675991,0.007854405,0.122584581
84,0,0,0,1,1,1,0,5.16778779,0.009493351,0.005845272
85,0,0,0,1,1,1,1,6.461421967,0.001235767,0.003738931
86,0,0,0,1,1,1,2,7.360383272,0.001612154,0.00275143
87,0,0,0,1,1,1,3,8.687428474,0.000558056,0.023972113
88,0,0,0,1,1,2,0,5.005454063,0.0132485,0.006260152
89,0,0,0,1,1,2,1,6.502972841,0.000260811,0.00320992
90,0,0,0,1,1,2,2,7.482934952,0.000570665,0.006662843
91,0,0,0,1,1,2,3,8.563497066,0.000362888,0.00461093
92,0,0,0,1,1,3,0,5.262506962,0.010725708,0.005546974
93,0,0,0,1,1,3,1,6.14025569,0.000137297,0.002130947
94,0,0,0,1,1,3,2,6.980673313,0.000121318,0.006286231
95,0,0,0,1,1,3,3,8.050131083,0.000325578,0.005982756
96,0,0,0,1,2,0,0,6.873790026,0.0240434,0.007389036
97,0,0,0,1,2,0,1,7.980550766,0.009776401,0.012577928
98,0,0,0,1,2,0,2,9.405548573,0.008617592,0.402633339
99,0,0,0,1,2,0,3,10.23933268,0.003170084,0.091906033
100,0,0,0,1,2,1,0,6.875771284,0.005343164,0.004564907
101,0,0,0,1,2,1,1,8.886361122,0.001541172,0.005248543
102,0,0,0,1,2,1,2,10.05283141,0.000375017,0.009006083
103,0,0,0,1,2,1,3,11.80706906,0.000127305,0.005390829
104,0,0,0,1,2,2,0,6.910241842,0.00182592,0.002566841
105,0,0,0,1,2,2,1,9.069394827,0.000174431,0.001541782
106,0,0,0,1,2,2,2,10.33292794,0.000112776,0.004698164
107,0,0,0,1,2,2,3,11.875278,0.000333002,0.007869755
108,0,0,0,1,2,3,0,6.988294601,0.00163122,0.003800184
109,0,0,0,1,2,3,1,8.779506683,0.000506036,0.001886974
110,0,0,0,1,2,3,2,9.751567125,4.44E-05,0.003323678
111,0,0,0,1,2,3,3,11.15444016,0.000518988,0.003974564
112,0,0,0,1,3,0,0,8.703774691,0.012284035,0.004869259
113,0,0,0,1,3,0,1,10.33497453,0.002971539,0.003996589
114,0,0,0,1,3,0,2,12.03287983,0.003013024,0.005974035
115,0,0,0,1,3,0,3,13.05378771,0.001679144,0.339460194
116,0,0,0,1,3,1,0,8.780178785,0.002250783,0.002691297
117,0,0,0,1,3,1,1,11.5740912,0.000711588,0.009052603
118,0,0,0,1,3,1,2,12.93318152,0.000221289,0.003443191
119,0,0,0,1,3,1,3,15.00120592,0.002486542,0.021759545
120,0,0,0,1,3,2,0,8.744770527,0.000241935,0.001802919
121,0,0,0,1,3,2,1,11.72099376,0.001689275,0.005633743
122,0,0,0,1,3,2,2,12.94559145,0.004485759,0.00708195
123,0,0,0,1,3,2,3,14.88005066,0.002026947,0.011619474
124,0,0,0,1,3,3,0,8.895489454,0.000488075,0.003789845
125,0,0,0,1,3,3,1,10.91756439,0.007012718,0.002948035
126,0,0,0,1,3,3,2,12.14237189,1.96E-05,0.002738133
127,0,0,0,1,3,3,3,14.14846587,6.95E-06,0.000952944
128,0,0,0,2,0,0,0,3.167411089,2.530315876,0.210895881
129,0,0,0,2,0,0,1,3.617257833,0.732384741,0.047030427
130,0,0,0,2,0,0,2,4.346292973,0.861807585,0.103734523
131,0,0,0,2,0,0,3,4.590250969,1.076784849,0.2652843
132,0,0,0,2,0,1,0,3.253612041,0.733783364,0.093629576
133,0,0,0,2,0,1,1,3.842905521,0.249251649,0.029650988
134,0,0,0,2,0,1,2,4.526870966,0.174211651,0.033769805
135,0,0,0,2,0,1,3,5.428129911,0.283739209,0.070017442
136,0,0,0,2,0,2,0,3.237514734,0.47840327,0.063241109
137,0,0,0,2,0,2,1,3.970853567,0.141255528,0.025810601
138,0,0,0,2,0,2,2,4.50640893,0.067298412,0.026778385
139,0,0,0,2,0,2,3,5.193758726,0.123359978,0.051263805
140,0,0,0,2,0,3,0,3.146183968,0.480238825,0.054618228
141,0,0,0,2,0,3,1,3.677525759,0.110208929,0.018655814
142,0,0,0,2,0,3,2,4.359297037,0.06072456,0.02512498
143,0,0,0,2,0,3,3,4.86007452,0.04341086,0.036062922
144,0,0,0,2,1,0,0,5.185967684,0.394006014,0.035724062
145,0,0,0,2,1,0,1,5.871402502,0.28081128,0.04814944
146,0,0,0,2,1,0,2,6.957457542,0.221680924,0.051704731
147,0,0,0,2,1,0,3,7.568051577,0.185200498,0.074187361
148,0,0,0,2,1,1,0,5.06184864,0.208131775,0.025465723
149,0,0,0,2,1,1,1,6.445619583,0.065349244,0.027005302
150,0,0,0,2,1,1,2,7.279863358,0.102118053,0.04701639
151,0,0,0,2,1,1,3,8.456899643,0.049357433,0.053012718
152,0,0,0,2,1,2,0,4.964277029,0.185047224,0.025381172
153,0,0,0,2,1,2,1,6.588209629,0.019129775,0.011627975
154,0,0,0,2,1,2,2,7.3516047,0.0222637,0.017473694
155,0,0,0,2,1,2,3,8.408250809,0.006149188,0.016417881
156,0,0,0,2,1,3,0,5.117683172,0.118272886,0.016870895
157,0,0,0,2,1,3,1,6.109862328,0.007863472,0.012382203
158,0,0,0,2,1,3,2,7.119740725,0.004291698,0.006517215
159,0,0,0,2,1,3,3,8.00804925,0.002150488,0.012592212
160,0,0,0,2,2,0,0,6.893172503,0.186096951,0.02156225
161,0,0,0,2,2,0,1,7.886671066,0.090368502,0.027918588
162,0,0,0,2,2,0,2,9.364025354,0.09912502,0.037392035
163,0,0,0,2,2,0,3,10.02694726,0.042647105,0.02137154
164,0,0,0,2,2,1,0,6.827937126,0.045004401,0.012688668
165,0,0,0,2,2,1,1,8.975048304,0.009852518,0.010167994
166,0,0,0,2,2,1,2,10.07424641,0.0062436,0.009142026
167,0,0,0,2,2,1,3,11.66628242,0.003720821,0.031647775
168,0,0,0,2,2,2,0,6.856594801,0.056140918,0.012272589
169,0,0,0,2,2,2,1,9.09509635,0.001339397,0.005038114
170,0,0,0,2,2,2,2,10.1644876,0.000883699,0.012906124
171,0,0,0,2,2,2,3,11.94271159,0.00229212,0.026131516
172,0,0,0,2,2,3,0,6.888301611,0.029331515,0.008663845
173,0,0,0,2,2,3,1,8.44085145,0.00077652,0.003249279
174,0,0,0,2,2,3,2,9.475854397,0.002249644,0.007950604
175,0,0,0,2,2,3,3,11.1238718,0.000392415,0.0086854
176,0,0,0,2,3,0,0,8.775718689,0.08627671,0.019733781
177,0,0,0,2,3,0,1,9.929602146,0.015642922,0.016289668
178,0,0,0,2,3,0,2,11.85675478,0.009832911,0.011504062
179,0,0,0,2,3,0,3,13.00578856,0.005297673,0.011187387
180,0,0,0,2,3,1,0,8.69754076,0.005454276,0.006207919
181,0,0,0,2,3,1,1,11.33616209,0.002576166,0.005203001
182,0,0,0,2,3,1,2,12.92291427,0.000641133,0.017228473
183,0,0,0,2,3,1,3,14.83037734,0.000628607,0.044955309
184,0,0,0,2,3,2,0,8.933768511,0.005251333,0.005389642
185,0,0,0,2,3,2,1,11.4156661,0.000328787,0.003207564
186,0,0,0,2,3,2,2,13.24924159,0.000139492,0.013350979
187,0,0,0,2,3,2,3,15.36321378,0.000493209,0.008447823
188,0,0,0,2,3,3,0,8.73003006,0.012185323,0.005840867
189,0,0,0,2,3,3,1,10.53819108,0.000109975,0.004005933
